Unnamed: 0,name,link,category,subcategory,price,size,condition,color,views,interested
0,Adidas samba og cloud white core black,https://www.vinted.fr/femmes/chaussures/baskets-2632/2917299546-adidas-samba-og-cloud-white-core-black,Chaussures,Baskets,150.0,38,5,"NOIR, BLANC",12,1.0
1,Jogging Adidas Noir,https://www.vinted.fr/femmes/vetements/vetements-de-sport/survetements/2813316058-jogging-adidas-noir,Vêtements de sport,Survêtements,29.0,S / 36 / 8,3,NOIR,330,42.0
2,Adidas Ozelia,https://www.vinted.fr/hommes/chaussures/baskets/2907889609-adidas-ozelia,Chaussures,Baskets,80.0,44,5,"ORANGE, BLANC",119,0.0
3,Ensemble adidas noir,https://www.vinted.fr/enfants/garcons/autres/2803701842-ensemble-adidas-noir,Garçons,Autres,40.0,13 ANS / 152-158 CM,4,NOIR,78,3.0
4,Adidas cuir,https://www.vinted.fr/hommes/chaussures/chaussures-de-sport/chaussures-de-tennis/2898719460-adidas-cuir,Chaussures de sport,Chaussures de tennis,12.0,41,2,BLANC,92,0.0
5,Gilet Adidas,https://www.vinted.fr/enfants/garcons/pulls-and-sweats/gilets-zippes/2883094193-gilet-adidas,Pulls & sweats,Gilets zippés,13.0,16 ANS / 170-176 CM,4,"NOIR, ORANGE",52,0.0
6,Maillot de foot Japon,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/hauts-and-t-shirts/2908005887-maillot-de-foot-japon,Vêtements de sport & accessoires,Hauts & t-shirts,40.0,L,5,MULTICOLORE,276,7.0
7,Chaussure adidas homme,https://www.vinted.fr/hommes/chaussures/chaussures-habillees/chaussures-a-lacets/2904594972-chaussure-adidas-homme,Chaussures habillées,Chaussures à lacets,7.0,44,2,BLEU,87,0.0
8,Sweat à capuche Adidas femme bleu style rétro taille S,https://www.vinted.fr/femmes/vetements/sweats-and-sweats-a-capuche-196/2906924645-sweat-a-capuche-adidas-femme-bleu-style-retro-taille-s,Sweats et sweats à capuche,Sweats & sweats à capuche,11.0,S / 36 / 8,3,BLEU,176,4.0
9,Veste Polaire sans manche adidas Réversible,https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes-sans-manches/2914657601-veste-polaire-sans-manche-adidas-reversible,Manteaux & vestes,Vestes sans manches,35.0,M,3,"BEIGE, BLEU",54,7.0
10,hoodie adidas adventure,https://www.vinted.fr/hommes/vetements/sweats-and-pulls-1811/2912610067-hoodie-adidas-adventure,Sweats & pulls,Sweats,19.0,S,4,"JAUNE, MARINE",44,1.0
11,Short Adidas 12 ans parfait état,https://www.vinted.fr/enfants/garcons/pantalons-and-shorts/shorts-et-pantacourts/2914118390-short-adidas-12-ans-parfait-etat,Pantalons & shorts,Shorts et pantacourts,15.0,12 ANS / 146-152 CM,3,GRIS,18,3.0
12,Adidas très bon état pointure 42,https://www.vinted.fr/hommes/chaussures/baskets/2915509270-adidas-tres-bon-etat-pointure-42,Chaussures,Baskets,39.0,42,3,NOIR,43,0.0
13,Messi argentine,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/hauts-and-t-shirts/2898191716-messi-argentine,Vêtements de sport & accessoires,Hauts & t-shirts,40.0,M,5,"BLEU, BLANC",74,0.0
14,Basket taille 22,https://www.vinted.fr/enfants/garcons/chaussures/chaussures-bebe/2794474736-basket-taille-22,Chaussures,Chaussures bébé,10.0,22,2,NOIR,192,3.0
15,Adidas white samba OG taille 42,https://www.vinted.fr/hommes/chaussures/baskets/2912097964-adidas-white-samba-og-taille-42,Chaussures,Baskets,110.0,42,5,BLANC,183,2.0
16,Emsemble,https://www.vinted.fr/enfants/garcons/autres/2840022823-emsemble,Garçons,Autres,8.0,10 ANS / 134-140 CM,3,"NOIR, GRIS",48,1.0
17,Jogging Juventus neuf,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/survetements/2892656203-jogging-juventus-neuf,Vêtements de sport & accessoires,Survêtements,30.0,S,3,"NOIR, GRIS",47,4.0
18,Addidas Ozweego,https://www.vinted.fr/hommes/chaussures/baskets/2905654410-addidas-ozweego,Chaussures,Baskets,45.0,44,4,TURQUOISE,39,3.0
19,Baskets bébé fille adidas minnie,https://www.vinted.fr/enfants/filles/chaussures/baskets/baskets-a-scratch/2824439674-baskets-bebe-fille-adidas-minnie,Baskets,Baskets à scratch,15.0,19,3,"ROUGE, BLANC",176,15.0
20,Survet gris adidas,https://www.vinted.fr/femmes/vetements/vetements-de-sport/survetements/2886577844-survet-gris-adidas,Vêtements de sport,Survêtements,3.5,XS / 34 / 6,2,GRIS,140,13.0
21,Ensemble survêtement Adidas neuf,https://www.vinted.fr/enfants/garcons/vetements-de-sport/2906276734-ensemble-survetement-adidas-neuf,Garçons,Vêtements de sport,39.0,14 ANS / 158-164 CM,5,NOIR,60,3.0
22,Short Adidas Bayer Munich rétro taille XL,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/shorts/2909016599-short-adidas-bayer-munich-retro-taille-xl,Vêtements de sport & accessoires,Shorts,17.0,XL,3,"ROUGE, BLEU",213,14.0
23,Pull adidas rose,https://www.vinted.fr/ninos/ninas/jerseis-y-sudaderas/sudaderas/2880804765-pull-adidas-rose,Pulls & sweats,Pulls à capuche & sweatshirts,12.0,13 ANS / 152-158 CM,3,ROSE,34,0.0
24,Gilet zip adidas,https://www.vinted.fr/uomo/vestiti/abbigliamento-sportivo/capispalla/2864627051-gilet-zip-adidas,Vêtements de sport & accessoires,Vêtements d'extérieur,10.0,S,3,"BLEU, MARINE",37,6.0
25,Jogging adidas,https://www.vinted.fr/enfants/garcons/vetements-de-sport/2906843882-jogging-adidas,Garçons,Vêtements de sport,25.0,9-12 MOIS / 74-80 CM,4,ORANGE,15,6.0
26,Adidas très bon état pointure 41,https://www.vinted.fr/hommes/chaussures/baskets/2909606465-adidas-tres-bon-etat-pointure-41,Chaussures,Baskets,39.0,41,3,BLANC,62,0.0
27,Basket continental 80 j,https://www.vinted.fr/femmes/chaussures/baskets-2632/2915161985-basket-continental-80-j,Chaussures,Baskets,35.0,37,5,BLANC,282,2.0
28,Baskets,https://www.vinted.fr/enfants/filles/chaussures/baskets/baskets-sans-lacets/2915920787-baskets,Baskets,Baskets sans lacets,25.0,35,3,"BLANC, ARGENTÉ",7,0.0
29,Adidas Oznova,https://www.vinted.fr/hommes/chaussures/baskets/2917566309-adidas-oznova,Chaussures,Baskets,55.0,43,5,"BEIGE, BLANC",1,0.0
30,Pantalon survêtement,https://www.vinted.fr/enfants/garcons/vetements-de-sport/2913488203-pantalon-survetement,Garçons,Vêtements de sport,6.0,12 ANS / 146-152 CM,2,NOIR,30,2.0
31,"Campus 00s Beige 38,5",https://www.vinted.fr/femmes/chaussures/baskets-2632/2909309881-campus-00s-beige-385,Chaussures,Baskets,200.0,38.5,5,"BEIGE, BLANC",214,11.0
32,Adidas Gazelle Decon neuves,https://www.vinted.fr/femmes/chaussures/baskets-2632/2910551155-adidas-gazelle-decon-neuves,Chaussures,Baskets,73.0,38,5,"MARRON, ROSE",91,0.0
33,Veste Adidas Vintage,https://www.vinted.fr/hombre/ropa/abrigos-y-chaquetas/chaquetas/cortavientos/2899768886-veste-adidas-vintage,Vestes,Vestes coupe-vent,35.0,XL,3,"NOIR, ROUGE",94,6.0
34,Veste adidas bleu,https://www.vinted.fr/hommes/vetements/sweats-and-pulls/pulls-a-capuche-avec-zip/2907871332-veste-adidas-bleu,Sweats & pulls,Pulls à capuche avec zip,15.0,S,4,MARINE,87,2.0
35,Pull Adidas Vintage,https://www.vinted.fr/hommes/vetements/sweats-and-pulls/pulls-et-pulls-a-capuche/2906154609-pull-adidas-vintage,Sweats & pulls,Pulls et pulls à capuche,12.0,S,3,"JAUNE, BLEU",82,1.0
36,Ensemble adidas ol dembele,https://www.vinted.fr/enfants/garcons/vetements-de-sport/2912758551-ensemble-adidas-ol-dembele,Garçons,Vêtements de sport,15.0,12 ANS / 146-152 CM,3,"NOIR, ROUGE",16,0.0
37,Veste du Real de Madrid,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/vetements-dexterieur/2883404060-veste-du-real-de-madrid,Vêtements de sport & accessoires,Vêtements d'extérieur,20.0,S,4,"BLEU, MARINE",51,4.0
38,"Basket adidas sleek tissue noir t41,2",https://www.vinted.fr/femmes/chaussures/baskets-2632/2910695210-basket-adidas-sleek-tissue-noir-t412,Chaussures,Baskets,15.0,41.5,3,"NOIR, ARGENTÉ",79,1.0
39,Jogging Adidas,https://www.vinted.fr/femmes/vetements/vetements-de-sport/survetements/2908452820-jogging-adidas,Vêtements de sport,Survêtements,40.0,S / 36 / 8,3,CORAIL,23,4.0
40,Adidas très bon état pointure 41,https://www.vinted.fr/hommes/chaussures/baskets/2910159605-adidas-tres-bon-etat-pointure-41,Chaussures,Baskets,39.0,41,3,BLANC,167,1.0
41,Basket adidas neuves,https://www.vinted.fr/enfants/garcons/chaussures/chaussures-de-sport/chaussures-de-basket/2900061192-basket-adidas-neuves,Chaussures de sport,Chaussures de basket,25.0,37,5,NOIR,70,0.0
42,Protège tibia Adidas,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/accessoires-de-sports/protections/2908429936-protege-tibia-adidas,Accessoires de sports,Protections,13.0,S,4,"NOIR, BLANC",30,2.0
43,🎁 ensemble Adidas 🎁,https://www.vinted.fr/femmes/vetements/vetements-de-sport/survetements/2914484992-ensemble-adidas,Vêtements de sport,Survêtements,45.0,S / 36 / 8,3,ROUGE,184,5.0
44,Adidas Forum Bold,https://www.vinted.fr/enfants/filles/chaussures/baskets/baskets-a-lacets/2869683676-adidas-forum-bold,Baskets,Baskets à lacets,40.0,38,2,"BLANC, ROSE",68,1.0
45,Veste Adidas,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/pulls-and-sweats/2909853211-veste-adidas,Vêtements de sport & accessoires,Pulls & sweats,28.0,M,3,"BLEU, CRÈME",77,0.0
46,2 survêtement garçon,https://www.vinted.fr/enfants/garcons/vetements-de-sport/2874907386-2-survetement-garcon,Garçons,Vêtements de sport,12.0,3-6 MOIS / 62-68 CM,3,"NOIR, MULTICOLORE",29,1.0
47,Sweat Adidas Vintage,https://www.vinted.fr/hommes/vetements/sweats-and-pulls-1811/2903317697-sweat-adidas-vintage,Sweats & pulls,Sweats,35.0,L,3,GRIS,97,11.0
48,Maillot de football Algérie,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/autres/2889553231-maillot-de-football-algerie,Vêtements de sport & accessoires,Autres,15.0,S,1,"VERT, BLANC",52,1.0
49,Veste adidas,https://www.vinted.fr/enfants/filles/pulls-and-sweats/gilets-zippes/2876539291-veste-adidas,Pulls & sweats,Gilets zippés,5.0,18-24 MOIS / 86-92 CM,3,ROSE,62,8.0
50,Ensemble de jogging Adidas femme taille S,https://www.vinted.fr/femmes/vetements/vetements-de-sport/survetements/2911604174-ensemble-de-jogging-adidas-femme-taille-s,Vêtements de sport,Survêtements,38.0,S / 36 / 8,3,"NOIR, BLANC",239,2.0
51,Adidas - Jogging rouge,https://www.vinted.fr/femmes/vetements/vetements-de-sport/survetements/2531111565-adidas-jogging-rouge,Vêtements de sport,Survêtements,65.0,XXS / 32 / 4,4,"ROUGE, BLANC",15,0.0
52,Ensemble Adidas,https://www.vinted.fr/enfants/garcons/vetements-de-sport/2831608687-ensemble-adidas,Garçons,Vêtements de sport,9.0,1-3 MOIS / 56-62 CM,3,BLEU,57,6.0
53,Tee shirt adidas,https://www.vinted.fr/femmes/vetements/hauts-and-t-shirts/t-shirts/2917289084-tee-shirt-adidas,Hauts et t-shirts,T-shirts,10.0,M / 38 / 10,3,ROUGE,3,2.0
54,Adidas bon état pointure 42,https://www.vinted.fr/hommes/chaussures/baskets/2909629285-adidas-bon-etat-pointure-42,Chaussures,Baskets,39.0,42,2,BLANC,137,2.0
55,Veste type k-way adidas,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/survetements/2140985083-veste-type-k-way-adidas,Vêtements de sport & accessoires,Survêtements,7.0,S,3,"NOIR, ROUGE",237,1.0
56,Survêtement de la Juventus,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/survetements/2900093935-survetement-de-la-juventus,Vêtements de sport & accessoires,Survêtements,20.0,S,3,"GRIS, BLANC",91,2.0
57,Jogging gris et rose,https://www.vinted.fr/femmes/vetements/vetements-de-sport/survetements/2874025622-jogging-gris-et-rose,Vêtements de sport,Survêtements,5.0,AUTRE,3,"GRIS, ROSE",87,3.0
58,Hoodie Adidas Noir,https://www.vinted.fr/hommes/vetements/sweats-and-pulls/pulls-et-pulls-a-capuche/2677267366-hoodie-adidas-noir,Sweats & pulls,Pulls et pulls à capuche,19.0,L,1,NOIR,182,26.0
59,Pull adidas 4ans,https://www.vinted.fr/enfants/filles/pulls-and-sweats-1542/2585569487-pull-adidas-4ans,Pulls & sweats,Pulls,3.0,4 ANS / 98-104 CM,2,ROUGE,96,1.0
60,Adidas Retropy F2,https://www.vinted.fr/hommes/chaussures/baskets/2872023209-adidas-retropy-f2,Chaussures,Baskets,50.0,45.5,4,"BLEU, VERT",72,1.0
61,Teeshirt manches longues,https://www.vinted.fr/uomo/vestiti/top-e-t-shirt/t-shirt/t-shirt-a-maniche-lunghe/2906329055-teeshirt-manches-longues,T-shirts,T-shirts manches longues,13.0,XS,3,"NOIR, BLANC",41,0.0
62,Adidas bébé fille pointure 19 neuves,https://www.vinted.fr/enfants/filles/chaussures/chaussures-bebe/2861637015-adidas-bebe-fille-pointure-19-neuves,Chaussures,Chaussures bébé,9.0,19,5,MULTICOLORE,425,0.0
63,Crampon adidas,https://www.vinted.fr/hommes/chaussures/chaussures-de-sport/chaussures-de-foot/2909890015-crampon-adidas,Chaussures de sport,Chaussures de foot,15.0,42,3,"NOIR, ORANGE",109,8.0
64,Baskets Stan Smith,https://www.vinted.fr/women/shoes/trainers/2917614822-baskets-stan-smith,Chaussures,Baskets,55.0,40.5,3,"VERT, BLANC",1,0.0
65,Sweat Adidas rétro / vintage homme gris taille S,https://www.vinted.fr/hommes/vetements/sweats-and-pulls-1811/2749120775-sweat-adidas-retro-vintage-homme-gris-taille-s,Sweats & pulls,Sweats,20.0,S,3,GRIS,144,10.0
66,Pull adidas,https://www.vinted.fr/men/clothes/activewear/hoodies-and-sweatshirts/2905270281-pull-adidas,Vêtements de sport & accessoires,Pulls & sweats,25.0,S,4,CRÈME,77,1.0
67,Adidas nizza,https://www.vinted.fr/femmes/chaussures/baskets-2632/2878841528-adidas-nizza,Chaussures,Baskets,25.0,38.5,3,NOIR,60,5.0
68,Pull Adidas Brodé,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/pulls-and-sweats/2905616366-pull-adidas-brode,Vêtements de sport & accessoires,Pulls & sweats,22.0,M,3,NOIR,94,3.0
69,Ensemble adidas de survêtement,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/survetements/2910561011-ensemble-adidas-de-survetement,Vêtements de sport & accessoires,Survêtements,20.0,S,3,"BLEU, TURQUOISE",40,6.0
70,yeezy 700 v3 azael,https://www.vinted.fr/hommes/chaussures/baskets/2877569331-yeezy-700-v3-azael,Chaussures,Baskets,165.0,40,4,BLANC,342,19.0
71,Adidas samba og cloud white core black,https://www.vinted.fr/femmes/chaussures/baskets-2632/2917299546-adidas-samba-og-cloud-white-core-black,Chaussures,Baskets,150.0,38,5,"NOIR, BLANC",12,1.0
72,Jogging Adidas Noir,https://www.vinted.fr/femmes/vetements/vetements-de-sport/survetements/2813316058-jogging-adidas-noir,Vêtements de sport,Survêtements,29.0,S / 36 / 8,3,NOIR,330,42.0
73,Adidas Ozelia,https://www.vinted.fr/hommes/chaussures/baskets/2907889609-adidas-ozelia,Chaussures,Baskets,80.0,44,5,"ORANGE, BLANC",119,0.0
74,Ensemble adidas noir,https://www.vinted.fr/enfants/garcons/autres/2803701842-ensemble-adidas-noir,Garçons,Autres,40.0,13 ANS / 152-158 CM,4,NOIR,78,3.0
75,Adidas cuir,https://www.vinted.fr/hommes/chaussures/chaussures-de-sport/chaussures-de-tennis/2898719460-adidas-cuir,Chaussures de sport,Chaussures de tennis,12.0,41,2,BLANC,92,0.0
76,Gilet Adidas,https://www.vinted.fr/enfants/garcons/pulls-and-sweats/gilets-zippes/2883094193-gilet-adidas,Pulls & sweats,Gilets zippés,13.0,16 ANS / 170-176 CM,4,"NOIR, ORANGE",53,0.0
77,Maillot de foot Japon,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/hauts-and-t-shirts/2908005887-maillot-de-foot-japon,Vêtements de sport & accessoires,Hauts & t-shirts,40.0,L,5,MULTICOLORE,277,7.0
78,Chaussure adidas homme,https://www.vinted.fr/hommes/chaussures/chaussures-habillees/chaussures-a-lacets/2904594972-chaussure-adidas-homme,Chaussures habillées,Chaussures à lacets,7.0,44,2,BLEU,88,0.0
79,Sweat à capuche Adidas femme bleu style rétro taille S,https://www.vinted.fr/femmes/vetements/sweats-and-sweats-a-capuche-196/2906924645-sweat-a-capuche-adidas-femme-bleu-style-retro-taille-s,Sweats et sweats à capuche,Sweats & sweats à capuche,11.0,S / 36 / 8,3,BLEU,176,4.0
80,Veste Polaire sans manche adidas Réversible,https://www.vinted.fr/hommes/vetements/manteaux-and-vestes/vestes-sans-manches/2914657601-veste-polaire-sans-manche-adidas-reversible,Manteaux & vestes,Vestes sans manches,35.0,M,3,"BEIGE, BLEU",54,7.0
81,hoodie adidas adventure,https://www.vinted.fr/hommes/vetements/sweats-and-pulls-1811/2912610067-hoodie-adidas-adventure,Sweats & pulls,Sweats,19.0,S,4,"JAUNE, MARINE",44,1.0
82,Short Adidas 12 ans parfait état,https://www.vinted.fr/enfants/garcons/pantalons-and-shorts/shorts-et-pantacourts/2914118390-short-adidas-12-ans-parfait-etat,Pantalons & shorts,Shorts et pantacourts,15.0,12 ANS / 146-152 CM,3,GRIS,18,3.0
83,Adidas très bon état pointure 42,https://www.vinted.fr/hommes/chaussures/baskets/2915509270-adidas-tres-bon-etat-pointure-42,Chaussures,Baskets,39.0,42,3,NOIR,43,0.0
84,Messi argentine,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/hauts-and-t-shirts/2898191716-messi-argentine,Vêtements de sport & accessoires,Hauts & t-shirts,40.0,M,5,"BLEU, BLANC",74,0.0
85,Basket taille 22,https://www.vinted.fr/enfants/garcons/chaussures/chaussures-bebe/2794474736-basket-taille-22,Chaussures,Chaussures bébé,10.0,22,2,NOIR,192,3.0
86,Adidas white samba OG taille 42,https://www.vinted.fr/hommes/chaussures/baskets/2912097964-adidas-white-samba-og-taille-42,Chaussures,Baskets,110.0,42,5,BLANC,183,2.0
87,Emsemble,https://www.vinted.fr/enfants/garcons/autres/2840022823-emsemble,Garçons,Autres,8.0,10 ANS / 134-140 CM,3,"NOIR, GRIS",48,1.0
88,Jogging Juventus neuf,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/survetements/2892656203-jogging-juventus-neuf,Vêtements de sport & accessoires,Survêtements,30.0,S,3,"NOIR, GRIS",47,4.0
89,Addidas Ozweego,https://www.vinted.fr/hommes/chaussures/baskets/2905654410-addidas-ozweego,Chaussures,Baskets,45.0,44,4,TURQUOISE,39,3.0
90,Baskets bébé fille adidas minnie,https://www.vinted.fr/enfants/filles/chaussures/baskets/baskets-a-scratch/2824439674-baskets-bebe-fille-adidas-minnie,Baskets,Baskets à scratch,15.0,19,3,"ROUGE, BLANC",176,15.0
91,Survet gris adidas,https://www.vinted.fr/femmes/vetements/vetements-de-sport/survetements/2886577844-survet-gris-adidas,Vêtements de sport,Survêtements,3.5,XS / 34 / 6,2,GRIS,140,13.0
92,Ensemble survêtement Adidas neuf,https://www.vinted.fr/enfants/garcons/vetements-de-sport/2906276734-ensemble-survetement-adidas-neuf,Garçons,Vêtements de sport,39.0,14 ANS / 158-164 CM,5,NOIR,60,3.0
93,Short Adidas Bayer Munich rétro taille XL,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/shorts/2909016599-short-adidas-bayer-munich-retro-taille-xl,Vêtements de sport & accessoires,Shorts,17.0,XL,3,"ROUGE, BLEU",213,14.0
94,Pull adidas rose,https://www.vinted.fr/ninos/ninas/jerseis-y-sudaderas/sudaderas/2880804765-pull-adidas-rose,Pulls & sweats,Pulls à capuche & sweatshirts,12.0,13 ANS / 152-158 CM,3,ROSE,34,0.0
95,Gilet zip adidas,https://www.vinted.fr/uomo/vestiti/abbigliamento-sportivo/capispalla/2864627051-gilet-zip-adidas,Vêtements de sport & accessoires,Vêtements d'extérieur,10.0,S,3,"BLEU, MARINE",37,6.0
96,Jogging adidas,https://www.vinted.fr/enfants/garcons/vetements-de-sport/2906843882-jogging-adidas,Garçons,Vêtements de sport,25.0,9-12 MOIS / 74-80 CM,4,ORANGE,15,6.0
97,Adidas très bon état pointure 41,https://www.vinted.fr/hommes/chaussures/baskets/2909606465-adidas-tres-bon-etat-pointure-41,Chaussures,Baskets,39.0,41,3,BLANC,62,0.0
98,Basket continental 80 j,https://www.vinted.fr/femmes/chaussures/baskets-2632/2915161985-basket-continental-80-j,Chaussures,Baskets,35.0,37,5,BLANC,282,2.0
99,Baskets,https://www.vinted.fr/enfants/filles/chaussures/baskets/baskets-sans-lacets/2915920787-baskets,Baskets,Baskets sans lacets,25.0,35,3,"BLANC, ARGENTÉ",7,0.0
100,Adidas Oznova,https://www.vinted.fr/hommes/chaussures/baskets/2917566309-adidas-oznova,Chaussures,Baskets,55.0,43,5,"BEIGE, BLANC",1,0.0
101,Pantalon survêtement,https://www.vinted.fr/enfants/garcons/vetements-de-sport/2913488203-pantalon-survetement,Garçons,Vêtements de sport,6.0,12 ANS / 146-152 CM,2,NOIR,30,2.0
102,"Campus 00s Beige 38,5",https://www.vinted.fr/femmes/chaussures/baskets-2632/2909309881-campus-00s-beige-385,Chaussures,Baskets,200.0,38.5,5,"BEIGE, BLANC",214,11.0
103,Adidas Gazelle Decon neuves,https://www.vinted.fr/femmes/chaussures/baskets-2632/2910551155-adidas-gazelle-decon-neuves,Chaussures,Baskets,73.0,38,5,"MARRON, ROSE",91,0.0
104,Veste Adidas Vintage,https://www.vinted.fr/hombre/ropa/abrigos-y-chaquetas/chaquetas/cortavientos/2899768886-veste-adidas-vintage,Vestes,Vestes coupe-vent,35.0,XL,3,"NOIR, ROUGE",94,6.0
105,Veste adidas bleu,https://www.vinted.fr/hommes/vetements/sweats-and-pulls/pulls-a-capuche-avec-zip/2907871332-veste-adidas-bleu,Sweats & pulls,Pulls à capuche avec zip,15.0,S,4,MARINE,87,2.0
106,Pull Adidas Vintage,https://www.vinted.fr/hommes/vetements/sweats-and-pulls/pulls-et-pulls-a-capuche/2906154609-pull-adidas-vintage,Sweats & pulls,Pulls et pulls à capuche,12.0,S,3,"JAUNE, BLEU",82,1.0
107,Ensemble adidas ol dembele,https://www.vinted.fr/enfants/garcons/vetements-de-sport/2912758551-ensemble-adidas-ol-dembele,Garçons,Vêtements de sport,15.0,12 ANS / 146-152 CM,3,"NOIR, ROUGE",17,0.0
108,Veste du Real de Madrid,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/vetements-dexterieur/2883404060-veste-du-real-de-madrid,Vêtements de sport & accessoires,Vêtements d'extérieur,20.0,S,4,"BLEU, MARINE",51,4.0
109,"Basket adidas sleek tissue noir t41,2",https://www.vinted.fr/femmes/chaussures/baskets-2632/2910695210-basket-adidas-sleek-tissue-noir-t412,Chaussures,Baskets,15.0,41.5,3,"NOIR, ARGENTÉ",79,1.0
110,Jogging Adidas,https://www.vinted.fr/femmes/vetements/vetements-de-sport/survetements/2908452820-jogging-adidas,Vêtements de sport,Survêtements,40.0,S / 36 / 8,3,CORAIL,23,4.0
111,Adidas très bon état pointure 41,https://www.vinted.fr/hommes/chaussures/baskets/2910159605-adidas-tres-bon-etat-pointure-41,Chaussures,Baskets,39.0,41,3,BLANC,167,1.0
112,Basket adidas neuves,https://www.vinted.fr/enfants/garcons/chaussures/chaussures-de-sport/chaussures-de-basket/2900061192-basket-adidas-neuves,Chaussures de sport,Chaussures de basket,25.0,37,5,NOIR,70,0.0
113,Protège tibia Adidas,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/accessoires-de-sports/protections/2908429936-protege-tibia-adidas,Accessoires de sports,Protections,13.0,S,4,"NOIR, BLANC",31,2.0
114,Adidas Samba Noire Vegan,https://www.vinted.fr/femmes/chaussures/baskets-2632/2917072828-adidas-samba-noire-vegan,Chaussures,Baskets,130.0,40,5,"NOIR, MARRON",29,1.0
115,Baskets Adidas Gazelle rouge,https://www.vinted.fr/hommes/chaussures/baskets/2915365282-baskets-adidas-gazelle-rouge,Chaussures,Baskets,15.0,42.5,1,"ROUGE, BLANC",87,3.0
116,🎁 ensemble Adidas 🎁,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/survetements/2902180829-ensemble-adidas,Vêtements de sport & accessoires,Survêtements,50.0,XS,3,NOIR,326,7.0
117,Veste adidas sport,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/survetements/2916647308-veste-adidas-sport,Vêtements de sport & accessoires,Survêtements,39.0,M,3,"ROUGE, BLANC",22,1.0
118,Sweat Adidas Vintage,https://www.vinted.fr/hommes/vetements/sweats-and-pulls-1811/2903341239-sweat-adidas-vintage,Sweats & pulls,Sweats,30.0,XL,3,"NOIR, BLANC",169,27.0
119,Baskets adidas,https://www.vinted.fr/enfants/garcons/chaussures/baskets/baskets-a-lacets/2907632936-baskets-adidas,Baskets,Baskets à lacets,7.0,33,3,"NOIR, BLANC",35,0.0
120,Ensemble bébé garçon,https://www.vinted.fr/enfants/garcons/vetements-de-sport/2892342951-ensemble-bebe-garcon,Garçons,Vêtements de sport,7.0,6-9 MOIS / 68-74 CM,3,"NOIR, GRIS",57,5.0
121,Survêtement du Bayern,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/survetements/2904568964-survetement-du-bayern,Vêtements de sport & accessoires,Survêtements,20.0,XS,3,NOIR,98,2.0
122,Sneakers / basket Adidas Yung-1 gris clair et abricot taille 38 2/3 femme,https://www.vinted.fr/femmes/chaussures/baskets-2632/2906950827-sneakers-basket-adidas-yung-1-gris-clair-et-abricot-taille-38-23-femme,Chaussures,Baskets,49.0,38,5,"GRIS, ABRICOT",168,5.0
123,Sweat Adidas,https://www.vinted.fr/hommes/vetements/sweats-and-pulls-1811/2917539320-sweat-adidas,Sweats & pulls,Sweats,35.0,L,3,BORDEAUX,1,0.0
124,Ensemble Adidas firebird,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/survetements/2905954609-ensemble-adidas-firebird,Vêtements de sport & accessoires,Survêtements,100.0,S,5,ROUGE,173,5.0
125,Maillot france Zidane coupe du monde 2006,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/hauts-and-t-shirts/2896973886-maillot-france-zidane-coupe-du-monde-2006,Vêtements de sport & accessoires,Hauts & t-shirts,65.0,M,3,BLEU,289,4.0
126,Ensemble addidas,https://www.vinted.fr/hommes/vetements/vetements-de-sport-and-accessoires/survetements/2915744203-ensemble-addidas,Vêtements de sport & accessoires,Survêtements,20.0,L,5,MARINE,67,1.0
127,Basket,https://www.vinted.fr/enfants/filles/chaussures/baskets/baskets-a-lacets/2908583813-basket,Baskets,Baskets à lacets,8.0,28,2,GRIS,36,0.0
